subjectID,smoothness,order,av_distance,av_distance_prev,reclicks,HVclicks,Novclicks,performance,performance_av,sequence,context,PCA,PEC,E,Novclicksp,HVclicksp,l,b,t,dlogl,dlogb,dlogt,NLL,dnov,dhv,dd,ddprev,logl,logb,logt
H9mdIs8c,rough,RS,342.291.666.666.667,296.666.666.666.667,8,8,467,499.899.193.548.387,533.860.887.096.774,1,rough,-255.769.056.263.547,255.769.056.263.547,2,0.972916667,0.016666667,0.713637089,0.424815986,0.076914161,-0.035022597,0.104741191,0.092688503,170.700.228.268.236,8,-5,-0.333333333,-0.185416667,-0.146522587,-0.371799149,-111.399.369.090.539
Juu4dboB,smooth,RS,160.416.666.666.667,197.916.666.666.667,267,267,213,65.070.564.516.129,61.116.935.483.871,2,smooth,101.191.353.027.458,-101.191.353.027.458,2,0.44375,0.55625,134.192.167.034.756,0.157771837,0.048827793,128.547.525.059.508,-0.129700558,0.035780389,147.107.823.207.985,-42,52,-0.116666667,-0.083333333,112.772.716.625.872,-0.801970517,-131.133.290.430.231
Juu4dboB,rough,RS,172.083.333.333.333,20.625,215,215,255,571.633.064.516.129,61.116.935.483.871,1,rough,0.514331389,-0.514331389,2,0.53125,0.447916667,0.695427588,0.21268166,0.044966254,128.547.525.059.508,-0.129700558,0.035780389,13.794.171.159.388,-42,52,-0.116666667,-0.083333333,-0.157748084,-0.672269958,-134.711.329.306.404
XXecW1bk,smooth,RS,156.458.333.333.333,181.875,95,95,381,610.423.387.096.774,562.026.209.677.419,2,smooth,-0.299670126,0.299670126,2,0.79375,0.197916667,0.603261527,0.339705728,0.062653915,0.003923524,0.094317849,0.084498316,142.117.528.080.708,13,-2,-0.2625,-0.095833333,-0.219494371,-0.46889713,-120.305.178.582.161
XXecW1bk,rough,RS,182.708.333.333.333,191.458.333.333.333,97,97,368,513.629.032.258.064,562.026.209.677.419,1,rough,-0.411912544,0.411912544,2,0.766666667,0.202083333,0.597836058,0.273391508,0.051576266,0.003923524,0.094317849,0.084498316,160.037.212.531.646,13,-2,-0.2625,-0.095833333,-0.223417895,-0.563214979,-128.755.010.200.396
6en37nGl,smooth,SR,415.416.666.666.667,324.791.666.666.667,60,60,411,549.778.225.806.452,527.631.048.387.097,1,smooth,-260.180.121.842.133,260.180.121.842.133,2,0.85625,0.125,15.913.376.109.478,116.186.878.270.571,0.070012083,12.957.449.698.435,0.563540912,0.068385302,203.650.253.221.239,9,-8,0.547916667,0.870833333,120.176.232.736.322,0.065157083,-115.482.699.988.142
6en37nGl,rough,SR,360.625,237.708.333.333.333,68,68,402,505.483.870.967.742,527.631.048.387.097,2,rough,-175.140.534.036.675,175.140.534.036.675,2,0.8375,0.141666667,0.805410631,0.317406759,0.059811914,12.957.449.698.435,0.563540912,0.068385302,16.811.149.074.712,9,-8,0.547916667,0.870833333,-0.093982642,-0.498383829,-122.321.230.161.005
4C4MSc4v,smooth,RS,277.083.333.333.333,3.475,2,2,478,605.625,552.358.870.967.742,2,smooth,-265.220.310.270.496,265.220.310.270.496,2,0.995833333,0.004166667,0.701775827,0.524079094,0.100353503,-0.016999151,0.110136243,0.104668422,167.981.285.793.175,4,-2,-0.735416667,0.095833333,-0.153801595,-0.280603165,-0.998467465
4C4MSc4v,rough,RS,350.625,337.916.666.666.667,4,4,474,499.092.741.935.484,552.358.870.967.742,1,rough,-289.468.603.486.056,289.468.603.486.056,2,0.9875,0.008333333,0.729789408,0.406687283,0.078861333,-0.016999151,0.110136243,0.104668422,183.974.234.636.072,4,-2,-0.735416667,0.095833333,-0.136802444,-0.390739407,-110.313.588.763.508
HloNAczZ,smooth,RS,208.541.666.666.667,17.625,3,3,476,562.681.451.612.903,513.991.935.483.871,2,smooth,-128.188.130.251.407,128.188.130.251.407,2,0.991666667,0.00625,0.654844773,0.520981101,0.081503277,0.02844409,0.052544763,0.042987579,13.320.523.221.311,20,-8,-0.635416667,-0.110416667,-0.183861635,-0.283178031,-10.888.249.287.297
HloNAczZ,rough,RS,272.083.333.333.333,187.291.666.666.667,11,11,456,465.302.419.354.839,513.991.935.483.871,1,rough,-151.411.958.037.558,151.411.958.037.558,2,0.95,0.022916667,0.613330095,0.461612123,0.073822286,0.02844409,0.052544763,0.042987579,147.789.643.343.979,20,-8,-0.635416667,-0.110416667,-0.212305725,-0.335722794,-113.181.250.814.474
nSiOS8C4,smooth,RS,135.416.666.666.667,0.327083333,406,406,16,398.407.258.064.516,422.046.370.967.742,2,smooth,355.177.856.469.266,-355.177.856.469.266,2,0.033333333,0.845833333,123.423.853.037.816,0.006737947,0.162358376,145.914.259.704.569,0,0.627718561,278.328.019.404.046,-1,59,-0.677083333,0.047916667,109.139.910.006.688,-217.147.240.951.626,-0.789525303
nSiOS8C4,rough,RS,203.125,0.279166667,347,347,17,445.685.483.870.968,422.046.370.967.742,1,rough,303.009.928.547.764,-303.009.928.547.764,2,0.035416667,0.722916667,0.428801704,0.006737947,0.038260984,145.914.259.704.569,0,0.627718561,234.666.210.438.388,-1,59,-0.677083333,0.047916667,-0.367743497,-217.147.240.951.626,-141.724.386.368.959
8gJqqr78,smooth,SR,162.083.333.333.333,157.083.333.333.333,23,23,436,592.237.903.225.806,527.247.983.870.968,1,smooth,-0.705088454,0.705088454,2,0.908333333,0.047916667,0.599887526,0.515219063,0.085996082,0.081239079,0.018269056,0.048270672,136.187.420.952.171,-9,17,-0.845833333,0.00625,-0.221930169,-0.288008076,-10.655.213.372.781
8gJqqr78,rough,SR,246.666.666.666.667,156.458.333.333.333,6,6,445,462.258.064.516.129,527.247.983.870.968,2,rough,-118.594.319.030.729,118.594.319.030.729,2,0.927083333,0.0125,0.497543151,0.493995357,0.076949888,0.081239079,0.018269056,0.048270672,14.420.122.067.487,-9,17,-0.845833333,0.00625,-0.303169248,-0.306277132,-111.379.200.911.952
Wnrq6gME,smooth,RS,1.65,217.708.333.333.333,227,227,240,635.866.935.483.871,600.050.403.225.806,2,smooth,0.588802601,-0.588802601,2,0.5,0.472916667,906.451.861.698.992,0.006737947,0.054971761,116.428.626.624.003,-153.889.870.311.381,0.094449559,151.256.288.452.434,-19,23,-0.414583333,0.18125,0.957344745,-217.147.240.951.626,-125.986.035.402.794
Wnrq6gME,rough,RS,206.458.333.333.333,199.583.333.333.333,204,204,259,564.233.870.967.742,600.050.403.225.806,1,rough,0.339833377,-0.339833377,2,0.539583333,0.425,0.620952642,0.233037758,0.044227265,116.428.626.624.003,-153.889.870.311.381,0.094449559,139.515.539.632.176,-19,23,-0.414583333,0.18125,-0.206941521,-0.632573706,-135.430.991.292.389
uTJQo1Bl,smooth,SR,117.291.666.666.667,130.416.666.666.667,344,344,136,640.907.258.064.516,646.229.838.709.677,1,smooth,226.539.033.564.698,-226.539.033.564.698,2,0.283333333,0.716666667,0.89828196,0.088689511,0.03630911,0.165356523,-0.036951674,0.08358845,110.174.946.932.677,35,-35,-0.027083333,-0.06875,-0.046587322,-105.212.774.192.124,-143.998.440.130.447
uTJQo1Bl,rough,SR,1.2,137.291.666.666.667,379,379,101,651.552.419.354.839,646.229.838.709.677,2,rough,250.506.400.472.151,-250.506.400.472.151,2,0.210416667,0.789583333,0.61384137,0.096565931,0.029952091,0.165356523,-0.036951674,0.08358845,755.159.924.272.866,35,-35,-0.027083333,-0.06875,-0.211943845,-101.517.606.828.465,-152.357.285.160.954
S3kUrmBH,smooth,SR,241.041.666.666.667,29.375,40,40,438,607.318.548.387.097,605.997.983.870.968,1,smooth,-183.388.739.650.207,183.388.739.650.207,2,0.9125,0.083333333,160.234.432.673.221,104.885.070.827.465,0.073511102,141.322.051.448.447,0.661385245,0.134238108,189.259.323.955.183,164,-153,0.74375,10.125,120.475.584.703.625,0.020713676,-113.364.706.814.711
S3kUrmBH,rough,SR,166.666.666.666.667,1.925,193,193,274,604.677.419.354.839,605.997.983.870.968,2,rough,0.45084887,-0.45084887,2,0.570833333,0.402083333,0.618778667,0.228732792,0.053965328,141.322.051.448.447,0.661385245,0.134238108,147.021.086.743.846,164,-153,0.74375,10.125,-0.208464667,-0.640671569,-126.788.517.620.313
asRaqoTr,smooth,RS,0.8125,116.666.666.666.667,211,211,267,612.600.806.451.613,585.322.580.645.161,2,smooth,140.135.937.691.552,-140.135.937.691.552,2,0.55625,0.439583333,0.521677578,0.262533727,0.049516219,0.0678749,0.068908742,0.132382861,135.219.450.670.225,42,-34,-0.097916667,0.197916667,-0.282597829,-0.580814897,-130.525.252.796.364
asRaqoTr,rough,RS,0.910416667,0.96875,245,245,225,55.804.435.483.871,585.322.580.645.161,1,rough,179.899.496.662.341,-179.899.496.662.341,2,0.46875,0.510416667,0.446197642,0.224014619,0.03650603,0.0678749,0.068908742,0.132382861,106.367.381.437.951,42,-34,-0.097916667,0.197916667,-0.350472729,-0.649723639,-143.763.538.908.792
Kmn8cizr,smooth,SR,257.083.333.333.333,261.458.333.333.333,68,68,389,612.116.935.483.871,562.953.629.032.258,1,smooth,-138.257.726.688.421,138.257.726.688.421,2,0.810416667,0.141666667,0.785563491,0.360634045,0.075714302,-0.139131993,0.08340252,0.082234709,166.386.916.430.254,-26,9,-167.083.333.333.334,-10.875,-0.104818708,-0.442933277,-11.208.220.792.785
Kmn8cizr,rough,SR,424.166.666.666.667,370.208.333.333.333,59,59,415,513.790.322.580.645,562.953.629.032.258,2,rough,-294.107.464.076.594,294.107.464.076.594,2,0.864583333,0.122916667,108.221.433.983.832,0.297621433,0.062653193,-0.139131993,0.08340252,0.082234709,185.237.940.115.998,-26,9,-167.083.333.333.334,-10.875,0.034313284,-0.526335797,-120.305.678.818.128
Dn98KoCr,smooth,SR,118.958.333.333.333,149.791.666.666.667,271,271,207,667.459.677.419.355,640.675.403.225.806,1,smooth,153.410.783.350.343,-153.410.783.350.343,2,0.43125,0.564583333,111.261.449.952.358,0.007039024,0.05441468,122.898.861.270.415,-122.284.550.820.028,0.266573829,131.961.038.231.486,88,-88,0.35,0.64375,104.634.471.534.061,-215.248.756.117.151,-126.428.391.784.765
Dn98KoCr,rough,SR,0.839583333,0.854166667,359,359,119,613.891.129.032.258,640.675.403.225.806,2,rough,282.466.932.170.813,-282.466.932.170.813,2,0.247916667,0.747916667,0.656683498,0.117586631,0.029453862,122.898.861.270.415,-122.284.550.820.028,0.266573829,810.891.719.347.315,88,-88,0.35,0.64375,-0.182643897,-0.929642053,-153.085.774.704.321
3z1KJ48X,smooth,RS,320.208.333.333.333,32.125,18,18,452,588.084.677.419.355,521.733.870.967.742,2,smooth,-250.565.451.953.803,250.565.451.953.803,2,0.941666667,0.0375,0.684290396,0.432374921,0.082191852,-144.813.061.577.855,-0.809924773,0.184106147,156.311.183.971.403,-10,6,-324.375,-260.208.333.333.333,-0.164759555,-0.364139505,-108.517.123.189.297
3z1KJ48X,rough,RS,644.583.333.333.333,581.458.333.333.333,12,12,462,455.383.064.516.129,521.733.870.967.742,1,rough,-561.420.030.879.069,561.420.030.879.069,2,0.9625,0.025,192.030.874.792.007,279.116.344.284.358,0.053792611,-144.813.061.577.855,-0.809924773,0.184106147,222.149.623.305.423,-10,6,-324.375,-260.208.333.333.333,128.337.106.033.797,0.445785268,-126.927.737.891.278
mfVFCnTo,smooth,SR,2.5,299.583.333.333.333,143,143,336,655.766.129.032.258,612.328.629.032.258,1,smooth,-104.862.260.488.898,104.862.260.488.898,2,0.7,0.297916667,0.787550119,0.269516168,0.066068382,-0.952113387,160.205.723.328.952,0.021932565,160.973.138.334.458,48,-49,-0.5,-0.422916667,-0.103721799,-0.569415176,-11.800.063.294.149
mfVFCnTo,rough,SR,3,341.875,192,192,288,568.891.129.032.258,612.328.629.032.258,2,rough,-112.347.515.763.961,112.347.515.763.961,2,0.6,0.4,705.328.752.428.463,0.006737947,0.062814673,-0.952113387,160.205.723.328.952,0.021932565,200.006.953.633.429,48,-49,-0.5,-0.422916667,0.848391588,-217.147.240.951.626,-120.193.889.490.103
Pq02RK1l,smooth,SR,155.833.333.333.333,193.333.333.333.333,232,232,244,672.137.096.774.194,622.872.983.870.968,1,smooth,0.783384376,-0.783384376,2,0.508333333,0.483333333,112.478.449.574.856,0.006737947,0.069390951,106.836.731.568.023,-144.195.619.733.444,0.213869057,159.808.499.508.978,3,-3,-0.38125,0.15625,105.106.932.131.617,-217.147.240.951.626,-115.869.715.761.739
Pq02RK1l,rough,SR,193.958.333.333.333,177.708.333.333.333,235,235,241,573.608.870.967.742,622.872.983.870.968,2,rough,0.735326961,-0.735326961,2,0.502083333,0.489583333,0.960952687,0.186416259,0.042406632,106.836.731.568.023,-144.195.619.733.444,0.213869057,129.453.136.140.893,3,-3,-0.38125,0.15625,-0.017297994,-0.729516212,-137.256.621.482.039
vn06WZQ7,smooth,SR,15.375,172.083.333.333.333,308,308,171,652.661.290.322.581,624.526.209.677.419,1,smooth,154.902.084.785.929,-154.902.084.785.929,2,0.35625,0.641666667,0.890082343,0.049737228,0.045385457,-130.054.091.136.103,0.868153988,-0.079247592,135.070.876.015.691,-17,17,-0.86875,-0.775,-0.050569814,-130.331.842.184.387,-13.430.832.867.808
vn06WZQ7,rough,SR,240.625,249.583.333.333.333,291,291,188,596.391.129.032.258,624.526.209.677.419,2,rough,0.543679247,-0.543679247,2,0.391666667,0.60625,177.816.106.632.556,0.006737947,0.054470869,-130.054.091.136.103,0.868153988,-0.079247592,187.737.351.945.706,-17,17,-0.86875,-0.775,12.499.710.969.313,-217.147.240.951.626,-126.383.569.499.948
YvLLapPi,smooth,SR,178.541.666.666.667,197.708.333.333.333,203,203,277,671.391.129.032.258,636.663.306.451.613,1,smooth,0.395105893,-0.395105893,2,0.577083333,0.422916667,0.979943388,0.281412757,0.063608896,-0.892799117,-0.191070165,0.070194692,140.406.895.472.684,52,-49,-0.50625,-0.264583333,-0.008799013,-0.550656218,-119.648.214.054.276
YvLLapPi,rough,SR,229.166.666.666.667,224.166.666.666.667,252,252,225,601.935.483.870.968,636.663.306.451.613,2,rough,0.431765735,-0.431765735,2,0.46875,0.525,765.596.789.379.071,0.436932095,0.054115686,-0.892799117,-0.191070165,0.070194692,145.660.335.340.828,52,-49,-0.50625,-0.264583333,0.884000104,-0.359586053,-126.667.683.299.888
xQDIyvdA,smooth,SR,23.875,270.416.666.666.667,11,11,461,623.326.612.903.226,556.159.274.193.548,1,smooth,-189.842.657.910.145,189.842.657.910.145,2,0.960416667,0.022916667,0.788627507,0.452060744,0.082353447,0.034288625,0.0388205,0.047236375,146.667.933.662.053,11,0,-112.083.333.333.333,0.03125,-0.103128079,-0.344803205,-108.431.821.700.753
xQDIyvdA,rough,SR,350.833.333.333.333,267.291.666.666.667,11,11,450,488.991.935.483.871,556.159.274.193.548,2,rough,-233.058.633.104.897,233.058.633.104.897,2,0.9375,0.022916667,0.728757934,0.413405543,0.073866141,0.034288625,0.0388205,0.047236375,169.626.190.721.863,11,0,-112.083.333.333.333,0.03125,-0.137416704,-0.383623705,-113.155.459.171.863
qbkpgPC9,smooth,SR,29.625,294.791.666.666.667,54,54,420,616.310.483.870.968,60.789.314.516.129,1,smooth,-195.102.816.085.009,195.102.816.085.009,2,0.875,0.1125,179.851.564.915.919,152.787.521.654.579,0.056729039,129.388.464.199.427,0.871613165,0.100728091,153.939.217.975.604,192,-181,0.8375,0.44375,125.491.422.103.355,0.184087886,-124.619.457.603.878
qbkpgPC9,rough,SR,2.125,250.416.666.666.667,235,235,228,599.475.806.451.613,60.789.314.516.129,2,rough,0.260747462,-0.260747462,2,0.475,0.489583333,0.914175502,0.20534055,0.044985995,129.388.464.199.427,0.871613165,0.100728091,124.718.152.741.515,192,-181,0.8375,0.44375,-0.038970421,-0.687525278,-134.692.266.744.875
mcNUWUI6,smooth,SR,185.833.333.333.333,211.041.666.666.667,118,118,362,646.532.258.064.516,599.052.419.354.839,1,smooth,-0.433256108,0.433256108,2,0.754166667,0.245833333,0.783922092,0.324424937,0.066785929,-1.116.232.924.234,-0.715008561,0.14912287,159.515.514.698.025,137,-137,-0.041666667,0.333333333,-0.105727096,-0.488885771,-117.531.503.049.199
mcNUWUI6,rough,SR,1.9,177.708.333.333.333,255,255,225,551.572.580.645.161,599.052.419.354.839,2,rough,0.903992858,-0.903992858,2,0.46875,0.53125,102.448.552.860.376,168.314.987.858.109,0.047376405,-1.116.232.924.234,-0.715008561,0.14912287,164.633.526.439.862,137,-137,-0.041666667,0.333333333,101.050.582.814.286,0.22612279,-132.443.790.069.059
cCQm9cB8,smooth,SR,1.7,235.625,157,157,318,627.016.129.032.258,597.883.064.516.129,1,smooth,-0.16539363,0.16539363,2,0.6625,0.327083333,160.128.976.700.677,0.131525245,0.059065142,0.335629473,-0.277249658,0.093951373,165.877.611.226.218,25,-29,-0.639583333,0.272916667,0.204469928,-0.880990881,-122.866.874.492.792
cCQm9cB8,rough,SR,233.958.333.333.333,208.333.333.333.333,186,186,293,56.875,597.883.064.516.129,2,rough,-0.054971136,0.054971136,2,0.610416667,0.3875,0.73933362,0.249034076,0.047575119,0.335629473,-0.277249658,0.093951373,13.676.918.474.634,25,-29,-0.639583333,0.272916667,-0.131159545,-0.603741223,-132.262.011.756.758
S0VYnbaj,smooth,RS,255.833.333.333.333,24.375,17,17,457,559.233.870.967.742,526.915.322.580.645,2,smooth,-176.836.272.521.651,176.836.272.521.651,2,0.952083333,0.035416667,0.623885867,0.490406347,0.086578173,-0.054465843,0.06532683,0.049117459,155.858.774.312.177,9,4,-196.458.333.333.334,-0.55,-0.204894852,-0.309443918,-10.625.915.839.266
S0VYnbaj,rough,RS,452.291.666.666.667,29.875,13,13,448,494.596.774.193.548,526.915.322.580.645,1,rough,-295.794.788.054.233,295.794.788.054.233,2,0.933333333,0.027083333,0.707246799,0.421919165,0.077319842,-0.054465843,0.06532683,0.049117459,172.211.917.238.643,9,4,-196.458.333.333.334,-0.55,-0.150429009,-0.374770747,-111.170.904.311.424
pNCyUXac,smooth,SR,13.875,157.083.333.333.333,324,324,156,685.887.096.774.194,657.449.596.774.194,1,smooth,183.807.203.100.849,-183.807.203.100.849,2,0.325,0.675,0.540001898,0.170989753,0.047370114,-0.085668099,0.155826863,0.128557179,121.498.065.246.836,-4,8,-0.385416667,-0.364583333,-0.267604714,-0.767029915,-132.449.557.139.057
pNCyUXac,rough,SR,177.291.666.666.667,193.541.666.666.667,316,316,160,629.012.096.774.194,657.449.596.774.194,2,rough,139.235.288.873.018,-139.235.288.873.018,2,0.333333333,0.658333333,0.657753829,0.119438193,0.035232807,-0.085668099,0.155826863,0.128557179,989.006.714.634.234,-4,8,-0.385416667,-0.364583333,-0.181936615,-0.922856778,-145.305.275.048.667
OD7o3Vdd,smooth,RS,127.916.666.666.667,147.916.666.666.667,251,251,228,679.072.580.645.161,614.475.806.451.613,2,smooth,133.362.588.308.552,-133.362.588.308.552,2,0.475,0.522916667,172.107.468.417.363,0.089239129,0.066048497,144.885.613.380.935,-0.217924735,0.251136569,147.636.841.355.812,-6,8,-0.766666667,-0.504166667,123.579.971.647.558,-104.944.467.819.657,-118.013.706.311.764
OD7o3Vdd,rough,RS,204.583.333.333.333,198.333.333.333.333,243,243,234,549.879.032.258.064,614.475.806.451.613,1,rough,0.624250951,-0.624250951,2,0.4875,0.50625,0.612270849,0.147394085,0.037044724,144.885.613.380.935,-0.217924735,0.251136569,136.809.572.795.926,-6,8,-0.766666667,-0.504166667,-0.213056417,-0.831519943,-143.127.363.178.735
LdsdOTJK,smooth,RS,163.541.666.666.667,152.083.333.333.333,71,71,377,544.737.903.225.806,518.991.935.483.871,2,smooth,-0.231130595,0.231130595,2,0.785416667,0.147916667,0.63366313,0.322197733,0.054410533,0.04296235,0.076565347,0.045747142,144.115.623.885.389,29,-25,-0.635416667,-0.279166667,-0.198141562,-0.491877519,-12.643.170.165.652
LdsdOTJK,rough,RS,227.083.333.333.333,1.8,96,96,348,493.245.967.741.935,518.991.935.483.871,1,rough,-0.458180235,0.458180235,2,0.725,0.2,0.573979112,0.270120245,0.048970647,0.04296235,0.076565347,0.045747142,15.746.805.219.218,29,-25,-0.635416667,-0.279166667,-0.241103912,-0.568442866,-131.006.415.846.384
f2LYUydL,smooth,RS,0.8625,0.827083333,317,317,163,680.483.870.967.742,653.215.725.806.452,2,smooth,246.990.693.960.414,-246.990.693.960.414,2,0.339583333,0.660416667,0.512226322,0.241094668,0.04288358,-0.046670243,0.161006288,0.098619675,105.617.833.484.591,23,-23,0.04375,0.014583333,-0.290538108,-0.617812394,-136.770.896.367.191
f2LYUydL,rough,RS,0.81875,0.8125,340,340,140,625.947.580.645.161,653.215.725.806.452,1,rough,269.150.162.525.133,-269.150.162.525.133,2,0.291666667,0.708333333,0.570337773,0.166410727,0.034172076,-0.046670243,0.161006288,0.098619675,960.992.197.428.963,23,-23,0.04375,0.014583333,-0.243867865,-0.778818682,-146.632.863.819.831
523boSDv,smooth,RS,122.291.666.666.667,167.708.333.333.333,165,165,315,67.304.435.483.871,63.366.935.483.871,2,smooth,0.510293171,-0.510293171,2,0.65625,0.34375,903.194.519.506.544,0.006737947,0.06400221,117.050.603.321.808,-15.457.124.210.894,0.146820791,160.670.985.369.325,104,-100,0.2375,0.485416667,0.955781294,-217.147.240.951.626,-119.380.503.225.841
523boSDv,rough,RS,0.985416667,119.166.666.666.667,265,265,211,59.429.435.483.871,63.366.935.483.871,1,rough,177.120.819.170.914,-177.120.819.170.914,2,0.439583333,0.552083333,0.609923351,0.236722758,0.045642999,117.050.603.321.808,-15.457.124.210.894,0.146820791,133.781.801.456.738,104,-100,0.2375,0.485416667,-0.21472474,-0.625759988,-134.062.582.334.225
RXXSZ6uZ,smooth,SR,232.708.333.333.333,233.541.666.666.667,6,6,466,586.834.677.419.355,538.457.661.290.323,1,smooth,-168.679.727.282.432,168.679.727.282.432,2,0.970833333,0.0125,0.765654531,0.437451692,0.081035934,0.075420389,-0.053033038,-0.051996365,175.658.333.880.939,-6,2,-109.166.666.666.667,-0.183333333,-0.115967143,-0.359069899,-109.132.235.816.197
RXXSZ6uZ,rough,SR,341.875,251.875,4,4,472,49.008.064.516.129,538.457.661.290.323,2,rough,-231.818.635.249.159,231.818.635.249.159,2,0.983333333,0.008333333,0.643594712,0.494268734,0.091342734,0.075420389,-0.053033038,-0.051996365,181.324.780.963.584,-6,2,-109.166.666.666.667,-0.183333333,-0.191387533,-0.306036861,-103.932.599.316.694
pb7LqXeB,smooth,RS,314.583.333.333.333,2.475,26,26,429,579.899.193.548.387,536.582.661.290.323,2,smooth,-189.647.860.817.098,189.647.860.817.098,2,0.89375,0.054166667,183.063.069.433.346,209.380.006.104.707,0.071427212,14.597.527.984.065,0.675085985,-0.079183075,195.085.494.146.841,-11,12,-0.59375,-0.429166667,126.260.073.993.793,0.320935208,-114.613.630.331.275
pb7LqXeB,rough,RS,373.958.333.333.333,290.416.666.666.667,14,14,440,493.266.129.032.258,536.582.661.290.323,1,rough,-252.074.205.336.556,252.074.205.336.556,2,0.916666667,0.029166667,0.635108524,0.442434742,0.085713015,14.597.527.984.065,0.675085985,-0.079183075,180.139.370.604.354,-11,12,-0.59375,-0.429166667,-0.197152058,-0.354150777,-106.695.322.863.403
qxBxO2aU,smooth,RS,0.722916667,0.816666667,383,383,96,585.665.322.580.645,575.907.258.064.516,2,smooth,309.692.051.390.009,-309.692.051.390.009,2,0.2,0.797916667,0.449373391,0.07502948,0.023211536,-0.030371281,-0.162483377,-0.111652232,651.449.695.788.421,-74,83,-0.375,-0.408333333,-0.347392647,-112.476.806.402.584,-163.429.611.514.732
qxBxO2aU,rough,RS,109.791.666.666.667,1.225,300,300,170,566.149.193.548.387,575.907.258.064.516,1,rough,202.008.620.450.534,-202.008.620.450.534,2,0.354166667,0.625,0.481924088,0.109072511,0.030016228,-0.030371281,-0.162483377,-0.111652232,12.729.043.822.385,-74,83,-0.375,-0.408333333,-0.317021366,-0.962284687,-15.226.438.830.043
71iEbD2f,smooth,RS,472.291.666.666.667,187.708.333.333.333,68,68,339,384.112.903.225.806,38.133.064.516.129,2,smooth,-167.359.272.878.208,167.359.272.878.208,2,0.70625,0.141666667,962.623.769.631.465,0.508313778,0.935190429,0.96756557,-0.621860206,0.476307672,254.318.026.766.273,-45,53,-11.625,0.077083333,0.983456581,-0.293868118,-0.029099946
71iEbD2f,rough,RS,588.541.666.666.667,1.8,15,15,384,378.548.387.096.774,38.133.064.516.129,1,rough,-255.393.548.520.244,255.393.548.520.244,2,0.8,0.03125,103.726.807.466.476,212.810.027.416.501,0.312314668,0.96756557,-0.621860206,0.476307672,197.686.927.894.953,-45,53,-11.625,0.077083333,0.015891011,0.327992088,-0.505407619
yIINtdx0,smooth,SR,334.583.333.333.333,343.333.333.333.333,2,2,472,624.213.709.677.419,556.239.919.354.839,1,smooth,-285.663.100.771.126,285.663.100.771.126,2,0.983333333,0.004166667,135.734.728.783.963,141.246.182.239.049,0.078174406,129.528.904.536.175,0.52779909,-0.008575301,198.081.126.230.061,-7,1,-0.291666667,0.23125,11.326.909.794.916,0.149976718,-110.693.540.798.882
yIINtdx0,rough,SR,36.375,320.208.333.333.333,1,1,479,488.266.129.032.258,556.239.919.354.839,2,rough,-287.773.156.990.199,287.773.156.990.199,2,0.997916667,0.002083333,0.687704608,0.418964888,0.079733328,129.528.904.536.175,0.52779909,-0.008575301,18.247.994.515.418,-7,1,-0.291666667,0.23125,-0.162598066,-0.377822372,-109.836.010.721.035
3OMhW2L2,smooth,SR,221.666.666.666.667,221.041.666.666.667,242,242,236,651.229.838.709.677,6.046.875,1,smooth,0.39607691,-0.39607691,2,0.491666667,0.504166667,449.256.820.099.802,0.087717646,0.060976107,0.874120914,-0.222017574,0.069562853,146.967.868.387.803,-65,80,-1.375,-0.7625,0.652494679,-105.691.303.352.942,-121.484.030.950.975
3OMhW2L2,rough,SR,359.166.666.666.667,297.291.666.666.667,162,162,301,558.145.161.290.323,6.046.875,2,rough,-129.222.108.994.319,129.222.108.994.319,2,0.627083333,0.3375,0.600307494,0.146252918,0.05195135,0.874120914,-0.222017574,0.069562853,172.297.504.856.083,-65,80,-1.375,-0.7625,-0.221626235,-0.83489546,-128.440.316.214.091
Iq6t0xI9,smooth,RS,101.458.333.333.333,127.916.666.666.667,289,289,185,669.858.870.967.742,645.090.725.806.452,2,smooth,19.144.837.438.338,-19.144.837.438.338,2,0.385416667,0.602083333,125.469.330.301.671,0.006737947,0.05287317,121.397.574.529.483,-118.046.662.888.062,0.160992493,133.348.721.309.222,13,-16,-0.625,-0.5125,109.853.757.993.225,-217.147.240.951.626,-127.676.465.110.788
Iq6t0xI9,rough,RS,163.958.333.333.333,179.166.666.666.667,305,305,172,620.322.580.645.161,645.090.725.806.452,1,rough,14.433.666.483.656,-14.433.666.483.656,2,0.358333333,0.635416667,0.766587679,0.102092589,0.036495797,121.397.574.529.483,-118.046.662.888.062,0.160992493,11.440.201.502.132,13,-16,-0.625,-0.5125,-0.115438165,-0.991005781,-14.377.571.444.484
2cHrWQjQ,smooth,SR,158.541.666.666.667,196.666.666.666.667,190,190,287,610.524.193.548.387,610.836.693.548.387,1,smooth,0.393840935,-0.393840935,2,0.597916667,0.395833333,134.189.441.352.672,0.32690345,0.056015584,134.260.489.091.064,0.257308796,0.178511661,172.284.037.418.414,124,-124,0.558333333,0.841666667,112.771.834.487.416,-0.485580496,-125.169.112.964.207
2cHrWQjQ,rough,SR,102.708.333.333.333,1.125,314,314,163,611.149.193.548.387,610.836.693.548.387,2,rough,220.105.568.048.297,-220.105.568.048.297,2,0.339583333,0.654166667,0.609696152,0.180763486,0.037136178,134.260.489.091.064,0.257308796,0.178511661,935.595.173.215.855,124,-124,0.558333333,0.841666667,-0.214886546,-0.742889292,-143.020.279.075.882
